-0.15625,-0.16406,0.96875,,,,,,,,
0.07813,0.05469,1.25781,,,,,,,,
0.09375,-0.05469,1.10156,,,,,,,,
0.04688,-0.10938,1.30469,,,,,,,,
0.23438,0.07813,1.3125,,,,,,,,
0.10156,-0.22656,1.04688,,,,,,,,300RPM
0.03125,0.19531,1.30469,,,,,,,,
0.14844,0.1875,1.14844,,,,,,,,
0,-0.30469,1.04688,,,,,,,,
0.13281,0.01563,1.35156,,,,,,,,
0.14844,0.11719,1.24219,,,,,,,,
-0.02344,-0.0625,1.02344,,,,,,,,
0.10938,0.15625,1.25,,,,,,,,
0,-0.09375,1.25,,,,,,,,
-0.05469,-0.14063,0.91406,,,,,,,,
0.46875,-0.5,0.69531,,,,,,,,
0.07813,0.72656,1.21875,,,,,,,,
-0.39063,0.07813,0.99219,,,,,,,,
0.21094,-0.32031,1.28125,,,,,,,,
0,0.39844,1.28906,,,,,,,,
0.05469,-0.1875,0.9375,,,,,,,,
0.02344,-0.14844,1.0625,,,,,,,,
0,0.48438,1.3125,,,,,,,,
0.20313,0.02344,1,,,,,,,,
0.0625,0.05469,1.07813,,,,,,,,
0.07813,0.32813,1.3125,,,,,,,,
0.03125,-0.14844,1.09375,,,,,,,,
0.21875,-0.09375,1.23438,,,,,,,,
0.29688,0.91406,0.80469,,,,,,,,
0.32031,-0.26563,0.73438,,,,,,,,
0.21875,0.57031,1.17969,,,,,,,,
0.21875,-0.28125,0.99219,,,,,,,,
0.36719,-0.10156,1.30469,,,,,,,,
-0.0625,0.5,1.19531,,,,,,,,
0.24219,-0.34375,1.0625,,,,,,,,
0.00781,-0.10938,1.28906,,,,,,,,
0.05469,0.19531,1.22656,,,,,,,,
0.13281,-0.24219,1.09375,,,,,,,,
0.02344,0.14844,1.28906,,,,,,,,
0.0625,0.23438,1.19531,,,,,,,,
0.02344,-0.29688,1.09375,,,,,,,,
0.21094,0.14844,1.46094,,,,,,,,
0.14063,-0.40625,0.73438,,,,,,,,
0.27344,0.25781,1.33594,,,,,,,,
-0.07031,0.14063,1.21094,,,,,,,,
-0.02344,0.01563,1.1875,,,,,,,,
0.01563,0.21875,1.14844,,,,,,,,
0.04688,0.10938,1.17969,,,,,,,,
0.17188,-0.09375,1.125,,,,,,,,
-0.09375,0.25,1.1875,,,,,,,,
0.21875,0.03125,1.13281,,,,,,,,
0.09375,-0.02344,1.25,,,,,,,,
0.09375,0.10156,1.3125,,,,,,,,
0.03125,-0.07031,1.10156,,,,,,,,
0.25781,-0.125,0.34375,,,,,,,,
0.74219,0,0.83594,,,,,,,,
0.00781,-0.19531,0.84375,,,,,,,,
-0.01563,-0.27344,1.1875,,,,,,,,
0.24219,0.14063,1.34375,,,,,,,,
0.27344,-0.33594,1.05469,,,,,,,,
0.0625,-0.07031,1.25,,,,,,,,
0.3125,0.42188,1.36719,,,,,,,,
-0.14844,-0.34375,0.75,,,,,,,,
0.02344,-0.21094,1.23438,,,,,,,,
0.13281,0.35156,1.39063,,,,,,,,
0.17188,-0.1875,1.16406,,,,,,,,
0.46875,0.46094,1.78125,,,,,,,,
-0.21875,-0.01563,1.8125,,,,,,,,
0.0625,-0.24219,0.72656,,,,,,,,
0.11719,-0.39063,1.30469,,,,,,,,
0,0.60156,1.375,,,,,,,,
0.03906,0.13281,0.99219,,,,,,,,
0.01563,-0.25,1.00781,,,,,,,,
-0.01563,0.09375,1.44531,,,,,,,,
-0.01563,-0.28906,1.14844,,,,,,,,
0.03125,0.07813,1.45313,,,,,,,,
0.09375,-0.55469,1.19531,,,,,,,,
0.53125,-0.03125,0.95313,,,,,,,,
-0.09375,-0.21094,0.96875,,,,,,,,
0.24219,-0.07031,1.19531,,,,,,,,
0.125,0.6875,1.21875,,,,,,,,
-0.10938,0.44531,1.03125,,,,,,,,
0.24219,-0.02344,1.14844,,,,,,,,
0,0.27344,1.26563,,,,,,,,
0.10938,0.03125,0.95313,,,,,,,,
0.10156,-0.04688,1.14844,,,,,,,,
0.02344,0.28906,1.3125,,,,,,,,
0.0625,0.01563,1.05469,,,,,,,,
0,-0.3125,0.99219,,,,,,,,
0.95313,4.36719,2.57031,,,,,,,,
0.57031,-0.85156,1.67188,,,,,,,,
0.0625,0.07813,1.17969,,,,,,,,
0.05469,-0.53906,1.07813,,,,,,,,
-1,0.25,1.29688,,,,,,,,
0.09375,0.25,1.27344,,,,,,,,
0.15625,-0.5,1.16406,,,,,,,,
-0.0625,0,1.34375,,,,,,,,
0.125,0.20313,1.07813,,,,,,,,
0.04688,-0.11719,1.10938,,,,,,,,
0.10938,0.21875,1.35156,,,,,,,,
0.04688,0.08594,1.14844,,,,,,,,
0.125,-0.32813,1.05469,,,,,,,,
-0.28906,0.03125,0.6875,,,,,,,,
-0.13281,-1.3125,0.89844,,,,,,,,
-0.07031,0.39844,1.49219,,,,,,,,
0.00781,-0.14063,1.23438,,,,,,,,
0.24219,-0.20313,1.28125,,,,,,,,
-0.0625,0.46094,1.21875,,,,,,,,
0.16406,-0.35938,1.11719,,,,,,,,
0.04688,-0.14844,1.25781,,,,,,,,
0,0.29688,1.24219,,,,,,,,
0.16406,-0.23438,1.11719,,,,,,,,
0.07813,0,1.21875,,,,,,,,
0.05469,0.1875,1.25,,,,,,,,
0.07031,-0.125,1.01563,,,,,,,,
-0.05469,-0.125,1.05469,,,,,,,,
-0.07031,0.25781,1.20313,,,,,,,,
0.19531,-0.125,1,,,,,,,,
0.00781,0.23438,1.25,,,,,,,,
0.09375,0.34375,1.375,,,,,,,,
0,-0.32813,0.96094,,,,,,,,
-0.01563,0.32031,1.34375,,,,,,,,
0.10156,0.29688,1.21875,,,,,,,,
-0.02344,-0.42188,0.98438,,,,,,,,
0.11719,0.14844,1.36719,,,,,,,,
0.11719,0.10938,1.26563,,,,,,,,
0.0625,-0.1875,1.02344,,,,,,,,
0.0625,0.17969,1.27344,,,,,,,,
0.05469,-0.125,1.29688,,,,,,,,
0.21094,-0.4375,0.51563,,,,,,,,
0.67188,-2.57031,0.625,,,,,,,,
0.46875,-0.125,1.27344,,,,,,,,
0.26563,-0.15625,1.11719,,,,,,,,
0.38281,-0.44531,1.08594,,,,,,,,
-0.0625,0.57031,1.5,,,,,,,,
0.09375,0.10938,0.86719,,,,,,,,
-0.07031,-0.16406,1.10156,,,,,,,,
-0.10938,0.20313,1.49219,,,,,,,,
0.34375,0.07031,1.15625,,,,,,,,
-0.14063,0,1.32031,,,,,,,,
0.30469,0.29688,1.23438,,,,,,,,
-0.09375,-0.94531,1.09375,,,,,,,,
0.07813,-0.3125,1.07031,,,,,,,,
0.1875,0.07031,1.42969,,,,,,,,
0.05469,0.17969,1.16406,,,,,,,,
0.10938,-0.13281,0.98438,,,,,,,,
0.125,0.11719,1.3125,,,,,,,,
0.17188,-0.03125,1.16406,,,,,,,,
0.13281,-0.23438,1.13281,,,,,,,,
0.10156,0.20313,1.29688,,,,,,,,
0.0625,0,1.08594,,,,,,,,
0.07813,0.08594,1.07813,,,,,,,,
0.07031,0.02344,1.28906,,,,,,,,
0.03125,-0.21094,1.25,,,,,,,,
0.11719,-0.03906,1.07031,,,,,,,,
0.05469,-0.03906,1.05469,,,,,,,,
0.07813,0,1.1875,,,,,,,,
0,0,1.21875,,,,,,,,
-0.03125,-0.13281,1.1875,,,,,,,,
0,-0.0625,1.23438,,,,,,,,
0.0625,0.03125,1.11719,,,,,,,,
0,0.03125,1.04688,,,,,,,,
-0.125,0.3125,1.21094,,,,,,,,
0.24219,-0.32031,1.17188,,,,,,,,
-0.02344,-0.17188,1.15625,,,,,,,,
-0.89844,0.11719,1.30469,,,,,,,,
0.03906,-0.41406,0.75,,,,,,,,
-0.46094,0,1.74219,,,,,,,,
0.39844,0.75781,1.89844,,,,,,,,
-0.17969,0.08594,1.27344,,,,,,,,
