0.34375,2.74219,-1.10938
-3.90625,-4.82813,4.07031
-0.90625,3.88281,0.80469
-0.65625,-3.46875,0.85938
-0.75781,-1.5,0.3125
0.96875,4.07031,1.25
-0.72656,-4.96094,-0.54688
-0.5,5.5,1.03125
-0.44531,-4.28125,0.88281
-1.03125,-0.01563,3.10938
-1.10156,4.71875,2.08594
-3.27344,-4.91406,-0.30469
0.25,4.49219,2.57813
-2.09375,-4.16406,1.92188
1.5,-0.4375,1.04688
0.40625,1.17188,2.375
0.50781,-2.27344,-0.64063
-0.46094,-1.67969,0.22656
3.9375,0,3.42188
-0.78125,-0.33594,-0.10156
0.58594,2.89844,0.92188
-0.16406,-3.33594,0.32813
-2.30469,-0.13281,-0.76563
0.17969,-0.88281,2.92188
1.19531,-2.07031,0.15625
-0.6875,2.29688,0.75781
3.59375,-3.35156,0.58594
-1.19531,2.02344,2.83594
-0.6875,4.11719,2.01563
-1.75,-1.11719,-0.51563
-0.28125,1.50781,0.79688
0.00781,-3.13281,0.92188
1.67969,0.24219,0.91406
-1.57813,4.53125,0.73438
-1.49219,-4.59375,-0.25
0.22656,-3.11719,2.89063
1,-3.02344,2.71094
1.17188,1.07813,1.91406
1.60156,3.64844,1.05469
2.53125,-3.85938,0.34375
1.55469,2.47656,1.375
2.85938,6.79688,2.08594
2.29688,-2.00781,4.05469
3.57813,1.625,1.98438
0.78125,-0.5,1.64063
-1.19531,-2.41406,0.64063
4.17188,1.52344,2.75
2.40625,-1.08594,-0.21875
0.94531,1.42188,2.15625
1.82813,-2.16406,1.71875
0.34375,-2.90625,-0.76563
1.94531,-1.38281,2.89844
2,-1.13281,-0.22656
-1.03125,1.75,2.71094
5.1875,-0.41406,-0.75
-2.78906,-4.67969,3.39063
-1.85938,2.875,2
-1.83594,-3.125,0.50781
-1.79688,0,0.92188
2,6.44531,1.78125
0.5625,0.14063,2.15625
-0.63281,0.4375,1.76563
-3.23438,-2.07813,-0.71875
-1.03906,-0.59375,2.47656
3.8125,0.97656,1.88281
1.99219,0.125,0.8125
-0.39844,3.23438,1.44531
0,-2.78906,1.34375
-0.125,-0.89844,0.76563
3.60938,4.54688,1.03906
-2,-4.0625,-0.61719
-0.13281,4.21875,0.70313
-3.39063,-4.17969,1.0625
-0.52344,3.34375,2.83594
-0.91406,3.05469,2.05469
0.6875,-1.875,-0.49219
-0.21094,2.3125,3.1875
1.23438,-2.4375,1.27344
-0.25,-1.84375,3.36719
-0.96094,0.5625,2.63281
-1.90625,-4.17188,1.38281
-2.44531,-4.01563,-0.75
0.96094,3.8125,2.10938
-0.89063,-5.41406,-1.09375
0.04688,2.25,1.29688
2.375,-0.32813,0.30469
-2.77344,-2.73438,1.83594
-0.10156,5.07813,0.85938
-3.54688,-3.28125,-0.67969
0,0.63281,-0.17188
-1.13281,0.42188,-0.51563
0.96094,-4.67188,2.96094
-0.66406,3.8125,1.99219
-1.63281,-4.13281,1.03125
-1.89844,0.46094,0.53906
0.98438,6.54688,1.625
0.17188,-4.14844,-0.6875
2.67969,4.74219,1.82031
2.1875,-2.25,1.07813
-1.8125,-0.0625,1.94531
1.85156,1.64063,1.875
1.00781,0.0625,0
-0.40625,3.33594,1.8125
1.00781,-2.35938,1.625
-0.08594,-2.28125,1.01563
1.46875,-0.38281,3.17188
1.96094,-0.42188,-0.55469
-0.28125,2.69531,0.42188
5.10156,-4.14063,1.03125
-2.54688,3.03125,1.10938
0.50781,1.375,2.5625
0.29688,0.44531,-1.25
-1.57031,1.75781,1.09375
-0.32813,-2.84375,0.15625
-2,3.14063,1.04688
-0.24219,6.03906,0.78906
0.01563,-4.00781,-0.21094
-1.08594,3.75,2.97656
-0.50781,-0.85156,2.64844
1.64844,-1.5,1
-0.52344,4.02344,2.02344
-0.3125,-1.86719,1.73438
2.21875,-0.45313,2.80469
1.52344,-2,3.10938
1.89063,-1.28125,-0.97656
0.96875,2.27344,2.17969
1.58594,-3.14844,1.23438
-2.09375,0.26563,0.75
0.70313,-1.32031,3.09375
0.1875,-0.14063,-1.74219
-2.19531,2.10938,3
-0.91406,0.75781,-0.27344
-3.28906,-4.20313,3.92188
-3.00781,1.875,2.04688
-1.11719,-2.58594,1.26563
1.4375,-1.67188,0.70313
3.21875,4.52344,2
1.17969,-6.01563,0.07813
1.75,1.35156,2.22656
0.73438,-2.10938,1.96094
-1.25,-2.85938,1.58594
3.57031,0.25781,3.05469
2.03906,0.78906,0.00781
0.42969,3.91406,0.5
-3.60156,0.34375,0.64063
-0.14063,-2.64844,0.30469
1.88281,6.42969,1.65625
-0.28125,-5.28125,-0.40625
2.22656,4.89844,0.76563
4.86719,-1.25781,0.4375
-0.20313,-3.23438,0.26563
-1.57031,4.5,2.27344
-0.30469,-3.28125,-0.77344
0,2.75,3.09375
2.49219,1.88281,0.09375
-3,-2.82813,0.0625
-1.85156,-1.25781,3.21094
-1.27344,-3.29688,-2.00781
2.38281,3.73438,2.21094
0.29688,1.60156,2.69531
-1.89063,-4.28125,3.6875
1.67188,2.53906,2.57031
-1.53906,-4.21875,1.80469
1.45313,-0.39844,0.64063
2.17188,5.79688,2.24219
0.45313,-4.59375,3.23438
0.89844,1.64844,2.32031
0.91406,-1.42969,1.82813
0.25781,-4.39844,0.91406
3.3125,1.21875,1.98438
-1.65625,-3.60156,-0.14844
0.85938,-0.75,1.07031
3.48438,-4,1.35156
