0.07031,-0.01563,1.14844
0.07031,0.98438,1.15625
0.0625,-0.02344,1.17969
0.0625,-0.03125,1.1875
0.07031,0,1.17188
0.07031,-0.03125,1.15625
0.07031,-0.03906,1.14844
0.0625,0,1.14844
0.07031,-0.03125,1.19531
0.0625,-0.03125,1.17188
0.07031,-0.03125,1.1875
0.07813,0,1.17969
0.0625,-0.03125,1.16406
0.05469,0,1.17969
0.08594,-0.03125,1.1875
0.0625,-0.01563,1.15625
0.07031,-0.01563,1.16406
0.04688,-0.01563,1.15625
0.04688,0,1.17188
0.0625,0.04688,1.17969
0.05469,0,1.15625
0.05469,0,1.1875
0.0625,0,1.1875
0.07031,-0.01563,1.14844
0.07031,-0.01563,1.17969
0.0625,0,1.17969
0.07813,-0.03125,1.15625
0.0625,0,1.17969
0.05469,0,1.15625
0.0625,0,1.14844
0.0625,-0.01563,1.15625
0.0625,0,1.16406
0.05469,-0.02344,1.17969
0.07813,-0.01563,1.14844
0.07813,-0.02344,1.14844
0.09375,0,1.14063
0.07813,-0.01563,1.16406
0.0625,0,1.19531
0.05469,0,1.17969
0.07813,-0.01563,1.17969
0.04688,-0.03125,1.1875
0.07813,-0.02344,1.17969
0.0625,-0.01563,1.15625
0.0625,-0.01563,1.15625
0.0625,0,1.17188
0.07031,0,1.16406
0.04688,-0.02344,1.1875
0.07031,0,1.1875
0.0625,-0.01563,1.16406
0.0625,-0.01563,1.17188
0.03906,-0.01563,1.14844
0.07031,-0.01563,1.14844
0.07813,0.97656,1.1875
0.0625,-0.01563,1.15625
0.0625,-0.01563,1.14844
0.05469,0,1.17188
0.07813,0,1.17188
0.07031,-0.01563,1.19531
0.125,-1,1.15625
0.05469,0,1.14844
0.07031,-0.02344,1.1875
0.0625,-0.03906,1.17969
0.07813,-0.02344,1.15625
0.05469,-0.03125,1.16406
0.0625,0,1.15625
0.10938,-0.01563,1.14844
0.05469,-0.01563,1.16406
0.05469,-0.02344,1.17969
0.05469,0,1.16406
0.04688,-0.01563,1.15625
0.04688,-0.01563,1.14844
0.08594,0,1.16406
0.0625,-0.01563,1.17969
0.04688,0,1.17188
0.0625,0,1.17969
0.09375,-0.03906,1.17188
0.10938,-0.02344,1.16406
0.0625,-0.01563,1.17188
0.05469,0,1.16406
0.0625,-0.07031,1.1875
0.05469,0,1.16406
0.07031,-0.02344,1.16406
0.05469,0,1.1875
0.0625,0,1.16406
0.07813,-0.03906,1.17188
0.0625,-0.02344,1.14844
0.07031,-0.01563,1.14844
0.0625,-0.02344,1.15625
0.07031,0,1.17188
0.07031,0,1.17188
0.0625,-0.01563,1.17188
0.0625,0,1.20313
0.07031,-0.01563,1.1875
0.07031,-0.02344,1.17969
0.07813,-0.01563,1.15625
0.07031,-0.03125,1.17969
0.07813,-0.02344,1.1875
0.04688,0,1.16406
0.0625,0,1.16406
0.08594,-0.03125,1.15625
0.07031,0,1.17188
0.07813,-0.01563,1.17188
0.0625,0,1.17188
0.08594,-0.03125,1.15625
0.05469,0,1.17969
0.08594,-0.01563,1.17188
0.08594,-0.01563,1.17969
0.05469,-0.01563,1.15625
0.08594,0,1.1875
0.08594,-0.02344,1.14844
0.04688,-0.01563,1.14844
0.07031,-1,1.16406
0.0625,-0.01563,1.17969
0.0625,-0.02344,1.19531
0.08594,-0.01563,1.15625
0.07031,-0.02344,1.14844
0.0625,-0.02344,1.17969
0.0625,-0.03125,1.17969
0.07813,0,1.17969
0.07813,0,1.1875
0.04688,0,1.17188
0.07031,-0.07031,1.15625
0.07031,-0.02344,1.17969
0.04688,0,1.17188
0.0625,-0.01563,1.17969
0.07813,-0.01563,1.19531
0.08594,-0.02344,1.15625
0.125,-0.01563,1.13281
0.09375,-0.03125,1.16406
0.07031,-0.01563,1.17188
0.04688,0,1.1875
0.07031,-0.01563,1.15625
0.07813,-0.01563,1.14844
0.07031,0,1.17188
0.07813,0,1.16406
0.0625,0,1.17969
0.0625,0,1.1875
0.05469,0,1.14844
0.08594,-0.03125,1.17188
0.07031,-0.01563,1.15625
0.05469,-0.02344,1.15625
0.07813,0,1.16406
0.07031,-0.02344,1.13281
0.08594,-0.03125,1.17188
0.08594,-0.03125,1.15625
0.03125,-0.01563,1.17969
0.07813,-0.02344,1.14844
0.0625,0,1.17188
0.07813,0,1.15625
0.07031,0,1.14844
