-0.05469,0.10938,1.00781
0,-0.35156,1.03125
0.125,0.11719,1
0.10156,-0.03906,1.08594
0.03125,-0.10156,1.13281
0.44531,-0.97656,0.70313
0.125,-0.28906,1.21875
-0.03906,0.125,0.92188
0.09375,-0.27344,1.03125
0,0.875,1.13281
0.15625,0.08594,0.9375
-0.0625,-0.22656,1.08594
0,-0.09375,1
0.00781,-0.03906,1.08594
-0.07813,0.05469,1.04688
-0.01563,-0.14844,1.26563
-0.07813,0.00781,1.04688
0.07813,0.32031,1.19531
-0.88281,-0.10156,1.10938
0.14063,-0.33594,1.14063
-0.24219,0.03125,0.83594
0.42969,-0.15625,1.14844
0.0625,-0.03125,0.875
0.09375,-0.38281,1
0.00781,-0.07031,1.07813
0.03906,0,0.96875
-0.08594,-0.33594,1.17969
-0.08594,-0.22656,1.11719
-0.03125,-0.03125,1.04688
-0.13281,0.02344,1
-0.10156,-0.39063,1.03906
0.05469,-0.22656,1.30469
0.03906,0.07813,1.1875
0,0.07031,1.10938
-0.25,0.30469,1.17969
-0.11719,0,1
0.03906,-0.04688,0.9375
0.00781,-0.11719,0.97656
0.02344,-0.29688,1.10938
0.11719,-0.0625,0.99219
0.05469,0.03906,0.92188
-0.15625,-0.23438,1.17188
-0.03906,-0.07813,1.03906
0,-0.19531,1.07813
-0.20313,0.00781,1.08594
-0.14063,-0.27344,1
-0.14844,-0.30469,1.21094
-0.13281,0,1.08594
-0.13281,0,0.97656
-0.10938,-0.10156,1.11719
-0.21875,0.15625,0.96094
-0.0625,0.09375,0.85156
0.11719,0.04688,0.0625
-0.17188,-0.30469,1.08594
0.07813,0.03125,1
-0.13281,0.08594,0.95313
-0.04688,-0.17188,1.07813
-0.02344,-0.01563,1
-0.07031,0.84375,1.10938
-0.07813,-0.01563,1.10156
-0.29688,-0.28906,0.71094
0.07031,-0.17188,1.14844
0,0.09375,1.04688
-0.07813,0.04688,0.92969
-0.38281,0.52344,0.95313
-0.34375,0.03125,1.23438
-0.16406,0.19531,0.85938
0.03125,-0.09375,1.08594
-0.10938,-0.21094,1.16406
0,0.10156,0.91406
0.01563,-0.03125,1.05469
-0.08594,-0.125,1.05469
0.05469,-0.03125,0.96094
0.00781,-0.1875,1.1875
-0.14063,0.25,1.08594
-0.57813,0.5625,0.85156
0.20313,-0.38281,1.1875
-0.02344,0,1.07031
-0.03125,-0.25,1.11719
0.03906,0.14063,1.02344
0.53125,-0.07813,1.27344
0.16406,0.17188,0.95313
0.04688,-0.14844,1.03125
0.00781,-0.11719,1.14063
0.00781,0.00781,0.97656
0.07031,-0.07031,1.05469
-0.04688,-0.17188,1.13281
0.03125,0,1.00781
-0.07813,-0.24219,1.14063
-0.00781,-0.28125,1.19531
-0.21094,0.05469,0.89844
-0.15625,-0.27344,1.13281
-0.01563,-0.0625,1
-0.14844,-0.20313,0.96094
0.17188,-0.38281,1.10938
0.21875,0.09375,1.02344
0.11719,0.03125,1.99219
-0.17188,-0.125,1.05469
0.07813,-0.28906,1.11719
-0.04688,0.07813,1
0.01563,-0.25,1.05469
0.01563,-0.15625,1.02344
0,0.10156,0.98438
-0.07031,0.03125,1.03125
0.09375,-0.25781,1.125
-0.03906,-0.25,0.99219
0,-0.03906,1.08594
-0.07813,-0.03906,0.98438
0.07031,-0.23438,1.10156
0.40625,-0.38281,1.17969
0.07031,0.03906,1.00781
0.13281,-0.125,1.14063
-0.07813,-0.125,0.94531
-0.05469,-0.125,1.0625
0.11719,0.04688,1
0,-0.27344,1.17188
0,-0.20313,1.01563
-0.96875,-0.07031,1.04688
-0.14063,-0.13281,1.15625
-0.14844,0.15625,0.97656
0.00781,-0.25,1.44531
0.11719,0.11719,0.97656
0.00781,0.03906,1.0625
0.0625,-0.53125,1.11719
0.66406,-0.34375,0.83594
-0.04688,-0.20313,1.25
0.09375,-0.02344,1.02344
0,-0.26563,0.99219
-0.04688,-0.0625,1.07031
0.20313,0.11719,0.97656
-0.09375,-0.21094,1.0625
0.01563,-0.17188,1.03125
0.02344,-0.08594,1.03906
-0.03906,-0.25,1.11719
-0.13281,0.17188,1.125
0.39844,-0.41406,1.44531
0.08594,0.19531,0.89063
0.08594,0,1.09375
0.05469,-0.07813,1
0.54688,-0.24219,1.27344
0.21875,0.08594,0.94531
0.07031,-0.05469,0.98438
0.21875,-0.22656,1.01563
-0.09375,-0.08594,1.0625
0.19531,0.03906,0.96094
-0.17969,-0.16406,1.16406
-0.03125,-0.125,1.02344
-0.10156,-0.08594,1.11719
-0.14063,0.03125,0.9375
-0.92969,-0.27344,1.30469
-0.13281,-0.125,1.13281
0.16406,0.17969,1.15625
0.10938,0.0625,1.14844
-0.33594,-0.07813,1.20313
-0.21875,0.13281,0.75
-0.25,0.02344,1.17969
0.08594,0,1.00781
-0.0625,-0.28125,1.04688
0.11719,-0.03125,1.03906
-0.05469,0.03906,0.99219
0.13281,-0.20313,1.07031
-0.08594,-0.1875,1.07031
-0.09375,-0.13281,1.09375
-0.03125,-0.29688,1.23438
-0.14063,-0.16406,0.90625
-0.23438,-0.125,1.14063
0.02344,-0.04688,1.05469
